"id","title","user_uuid","content","image_url","is_public","created_at","updated_at"
11,ㅇㅇㅇ,"123e4567-e89b-12d3-a456-426614170064",그립 새로 샀는데 참 좋네요. 역시 운동은 장비빨!,https://images.unsplash.com/photo-1540497077202-7c8a3999166f?w=800&h=600&fit=crop,true,2025-06-02 18:55:07.469 +0900,2025-06-02 18:55:07.469 +0900
12,처음 헬스장 등록했습니다 !,"123e4567-e89b-12d3-a456-426614170085",새로 생긴 헬스장이라 그런지 깔꼼하네요 한 번 열심히 해보겠습니다. 🔥,"https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1549060279-7e168fcee0c2?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1540497077202-7c8a3999166f?w=800&h=600&fit=crop",true,2025-06-02 18:55:07.469 +0900,2025-06-02 18:55:07.469 +0900
13,새벽 러닝 인증샷 🏃‍♂️,"123e4567-e89b-12d3-a456-426614170026",새벽 6시 한강 러닝 완료! 맑은 공기와 함께 하루를 상쾌하게 시작했어요. 🌅,"https://images.unsplash.com/photo-1712634047253-e292abdff553?q=80&w=3089&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1552674605-db6ffd4facb5?w=800&h=600&fit=crop",true,2025-06-02 18:55:07.469 +0900,2025-06-02 18:55:07.469 +0900
14,오늘의 배드민턴 경기,"123e4567-e89b-12d3-a456-426614170058",오늘 경기에서 아쉽게 졌지만 다음엔 꼭 이기고 싶어요.,https://images.unsplash.com/photo-1720515226352-b0b1dec6813b?q=80&w=3987&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,true,2025-06-02 18:55:07.469 +0900,2025-06-02 18:55:07.469 +0900
15,미친 코코밥 저당 나옴,"123e4567-e89b-12d3-a456-426614170096",코코밥 진짜 존맛인데 항상 당이 많아서 꺼렸는데 이번에 저당버전 나왔어요!! 다들 꼭 먹어보시길!,"https://d2u3dcdbebyaiu.cloudfront.net/uploads/atch_img/491/6efb08ef03644b5b9015e88622b98c20_res.jpeg,https://images.unsplash.com/photo-1693996045300-521e9d08cabc?q=80&w=2940&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://img.cjthemarket.com/images/file/product/490/20240411103339994.PNG?SF=webp&RS=550x550",true,2025-06-02 18:55:07.469 +0900,2025-06-02 18:55:07.469 +0900
16,오늘은 집에서 필라테스,"123e4567-e89b-12d3-a456-426614170033","오늘 필라테스에 갔어야했는데 시간을 놓쳐서,,집에서 영상 보면서 필라테스 해봅니당 그래도 확실히 가서해야 시원한 느낌이 있어요..",https://plus.unsplash.com/premium_photo-1671028547976-4b1e3300a350?q=80&w=2940&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,true,2025-06-02 18:55:07.469 +0900,2025-06-02 18:55:07.469 +0900
17,클라이밍 첫 도전기,"123e4567-e89b-12d3-a456-426614170040",클라이밍에 첫 도전했는데 생각보다 어렵네요. 하지만 정말 재미있고 성취감이 큽니다!,"https://plus.unsplash.com/premium_photo-1683380297191-dcb78d5712ee?q=80&w=3930&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://plus.unsplash.com/premium_photo-1683380296123-cc7b39d70827?q=80&w=3874&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-02 18:55:07.469 +0900,2025-06-02 18:55:07.469 +0900
18,ㅇㅇㅇ,"123e4567-e89b-12d3-a456-426614170061",그립 새로 샀는데 참 좋네요. 역시 운동은 장비빨!,"https://images.unsplash.com/photo-1540497077202-7c8a3999166f?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&h=600&fit=crop",true,2025-06-01 18:55:07.469 +0900,2025-06-01 18:55:07.469 +0900
19,러닝으로 상쾌한 하루,"123e4567-e89b-12d3-a456-426614170064",러닝으로 스트레스를 날려버렸습니다.,https://images.unsplash.com/photo-1552674605-db6ffd4facb5?w=800&h=600&fit=crop,true,2025-06-01 18:55:07.469 +0900,2025-06-01 18:55:07.469 +0900
20,테니스 연습 일지,"123e4567-e89b-12d3-a456-426614170055",매일 연습하며 실력이 조금씩 늘고 있습니다.,"https://images.unsplash.com/photo-1530915534664-4ac6423816b7?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1545151414-8a948e1ea54f?q=80&w=3456&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1595435742656-5272d0b3fa82?q=80&w=3928&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-01 18:55:07.469 +0900,2025-06-01 18:55:07.469 +0900
21,오수완,"123e4567-e89b-12d3-a456-426614170037",오늘 수영 완료했습니다! 수영장까지 가는게 힘들지만 수영 끝나면 진짜 뿌듯ㅎㅎ,https://www.esongpa.or.kr/common/image/facility/facility1_1.jpg,true,2025-06-01 18:55:07.469 +0900,2025-06-01 18:55:07.469 +0900
22,랫풀다운 해보는데 운동자세 이거 맞아요?,"123e4567-e89b-12d3-a456-426614170015",헬스 고수분들 도와주세요 ㅠㅠ,"https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1571731956672-f2b94d7dd0cb?w=800&h=600&fit=crop",true,2025-05-31 18:55:07.469 +0900,2025-05-31 18:55:07.469 +0900
23,하늘을 보자,"123e4567-e89b-12d3-a456-426614170030",역시 사람은 하늘을 보고 살아야하나봐요. 오랜만에 야외에서 요가하니까 참 기분이가 좋네요.,"https://images.unsplash.com/photo-1544367567-0f2fcb009e0b?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1552196563-55cd4e45efb3?q=80&w=3852&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-31 18:55:07.469 +0900,2025-05-31 18:55:07.469 +0900
24,새벽 러닝 인증샷 🏃‍♂️,"123e4567-e89b-12d3-a456-426614170019",새벽 6시 한강 러닝 완료! 맑은 공기와 함께 하루를 상쾌하게 시작했어요. 🌅,"https://images.unsplash.com/photo-1552674605-db6ffd4facb5?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1712634047253-e292abdff553?q=80&w=3089&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-31 18:55:07.469 +0900,2025-05-31 18:55:07.469 +0900
25,다이어트 레시피 추천,"123e4567-e89b-12d3-a456-426614170046",다이어트에 좋은 레시피를 추천합니다.,"https://images.unsplash.com/photo-1561320637-607b6b19f493?q=80&w=3987&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1587996597484-04743eeb56b4?q=80&w=3987&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://plus.unsplash.com/premium_photo-1663852296872-51c74244d487?q=80&w=3963&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-31 18:55:07.469 +0900,2025-05-31 18:55:07.469 +0900
26,멍멍이와 함께 수영~,"123e4567-e89b-12d3-a456-426614170037",오늘은 저희 집 멍멍이와 함께 수영을 해봤씁니다~ 같이 수영하니 더 재밌네요 ,https://cdn.news.hidoc.co.kr/news/photo/201905/19279_45881_0658.jpg,true,2025-05-31 18:55:07.469 +0900,2025-05-31 18:55:07.469 +0900
27,실내 클라이밍장에 다녀왔어요,"123e4567-e89b-12d3-a456-426614170040",확실히 클라이밍하고 나면 온몸이 아파요.. 내일은 쉬어야겠습니다 ㅠ,"https://images.unsplash.com/photo-1601224748193-d24f166b5c77?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1683009427041-d810728a7cb6?q=80&w=3623&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://plus.unsplash.com/premium_photo-1683380296123-cc7b39d70827?q=80&w=3874&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",false,2025-05-31 18:55:07.469 +0900,2025-05-31 18:55:07.469 +0900
28,집에서 하는 전신운동,"123e4567-e89b-12d3-a456-426614170011",간단한 동작으로도 충분히 운동 효과를 볼 수 있네요.,"https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,https://plus.unsplash.com/premium_photo-1664476325264-f1dab37eaa7a?q=80&w=3871&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1734873477108-6837b02f2b9d?q=80&w=3468&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-30 18:55:07.469 +0900,2025-05-30 18:55:07.469 +0900
29,ㅇㅇㅇ,"123e4567-e89b-12d3-a456-426614170075",그립 새로 샀는데 참 좋네요. 역시 운동은 장비빨!,"https://images.unsplash.com/photo-1540497077202-7c8a3999166f?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1549060279-7e168fcee0c2?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1605296867424-35fc25c9212a?w=800&h=600&fit=crop",true,2025-05-30 18:55:07.469 +0900,2025-05-30 18:55:07.469 +0900
30,운동복 코디 추천,"123e4567-e89b-12d3-a456-426614170096",운동할 때 입기 좋은 운동복 코디를 추천합니다. 기능성과 스타일을 모두 잡았어요!,"https://images.unsplash.com/photo-1512374382149-233c42b6a83b?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1593419528756-3cdfa1615b86?q=80&w=2667&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-30 18:55:07.469 +0900,2025-05-30 18:55:07.469 +0900
31,라이딩 코스 탐방,"123e4567-e89b-12d3-a456-426614170023",새로운 라이딩 코스를 탐방했습니다.,https://images.unsplash.com/photo-1598371391798-5a4a7e8b1393?q=80&w=3221&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,true,2025-05-30 18:55:07.469 +0900,2025-05-30 18:55:07.469 +0900
32,홈트레이닝 30일 도전 시작!,"123e4567-e89b-12d3-a456-426614170075",홈트레이닝 30일 도전을 시작했습니다. 집에서도 충분히 좋은 운동이 가능하다는 걸 보여드릴게요!,"https://plus.unsplash.com/premium_photo-1664476325264-f1dab37eaa7a?q=80&w=3871&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://plus.unsplash.com/premium_photo-1664300607508-f8fce5d434b4?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-29 18:55:07.469 +0900,2025-05-29 18:55:07.469 +0900
33,랫풀다운 해보는데 운동자세 이거 맞아요?,"123e4567-e89b-12d3-a456-426614170075",헬스 고수분들 도와주세요 ㅠㅠ,"https://images.unsplash.com/photo-1571731956672-f2b94d7dd0cb?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&h=600&fit=crop",true,2025-05-29 18:55:07.469 +0900,2025-05-29 18:55:07.469 +0900
34,웨이트 트레이닝 루틴 추천받아요,"123e4567-e89b-12d3-a456-426614170085",오늘은 하체 위주로 웨이트를 했습니다. 다들 어떤식으로 운동 루틴을 짜시나요?,"https://images.unsplash.com/photo-1540497077202-7c8a3999166f?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&h=600&fit=crop",true,2025-05-29 18:55:07.469 +0900,2025-05-29 18:55:07.469 +0900
35,새벽 러닝 인증샷 🏃‍♂️,"123e4567-e89b-12d3-a456-426614170064",새벽 6시 한강 러닝 완료! 맑은 공기와 함께 하루를 상쾌하게 시작했어요. 🌅,"https://images.unsplash.com/photo-1712634047253-e292abdff553?q=80&w=3089&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1552674605-db6ffd4facb5?w=800&h=600&fit=crop",true,2025-05-29 18:55:07.469 +0900,2025-05-29 18:55:07.469 +0900
52,홈트로 체력 기르기,"123e4567-e89b-12d3-a456-426614170075",홈트로 체력이 점점 좋아지는 게 느껴집니다.,https://plus.unsplash.com/premium_photo-1664300607508-f8fce5d434b4?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,true,2025-05-24 18:55:07.469 +0900,2025-05-24 18:55:07.469 +0900
36,배드민턴 라켓 추천,"123e4567-e89b-12d3-a456-426614170058",새로운 라켓을 샀는데 정말 가볍고 좋아요.,"https://plus.unsplash.com/premium_photo-1664303134673-7a073bf3fb54?q=80&w=3691&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1687597778602-624a9438fe0b?q=80&w=3456&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-29 18:55:07.469 +0900,2025-05-29 18:55:07.469 +0900
37,남자한테도 필라테스는 진짜 좋으네요..,"123e4567-e89b-12d3-a456-426614170033",그룹 수업에 저만 남자이지만..그래도 다들 잘해주셔서 좋으네요..여기 선생님이 그룹이어도 한 명씩 꼼꼼하게 잘 봐주시네요!,"https://images.unsplash.com/photo-1717500252573-d31d4bf5ddf1?q=80&w=2940&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1717500250901-9f4c8bd96a9d?q=80&w=3087&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://plus.unsplash.com/premium_photo-1674675646706-8468e673b74a?q=80&w=3087&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-29 18:55:07.469 +0900,2025-05-29 18:55:07.469 +0900
38,크로스핏 첫 수업 후기,"123e4567-e89b-12d3-a456-426614170043",크로스핏 첫 수업을 들었는데 정말 힘들지만 전신 운동 효과가 대단하네요!,"https://images.unsplash.com/photo-1639504031765-ca21aecb7252?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://plus.unsplash.com/premium_photo-1664109999840-3f7e97489e53?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1632758243488-7e6f9173cfa1?q=80&w=3648&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-28 18:55:07.469 +0900,2025-05-28 18:55:07.469 +0900
39,크로스핏 박스 방문기,"123e4567-e89b-12d3-a456-426614170043",새로운 크로스핏 박스를 방문해봤습니다. 분위기가 정말 좋네요.,"https://images.unsplash.com/photo-1632758243488-7e6f9173cfa1?q=80&w=3648&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1639504031765-ca21aecb7252?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-28 18:55:07.469 +0900,2025-05-28 18:55:07.469 +0900
40,운동 전후 스트레칭,"123e4567-e89b-12d3-a456-426614170085",운동 전후 스트레칭을 꼭 해줘야해요! 부상 예방에 꼭 필요해요. 한 번 다쳐봐서... 그 이후로는 꾸준하게 하고 있어요 ㅎ,https://plus.unsplash.com/premium_photo-1682434735853-4c385a795f87?w=800&h=600&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,true,2025-05-28 18:55:07.469 +0900,2025-05-28 18:55:07.469 +0900
41,홈트로 체력 기르기,"123e4567-e89b-12d3-a456-426614170064",홈트로 체력이 점점 좋아지는 게 느껴집니다.,"https://plus.unsplash.com/premium_photo-1664300607508-f8fce5d434b4?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1734873477108-6837b02f2b9d?q=80&w=3468&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-27 18:55:07.469 +0900,2025-05-27 18:55:07.469 +0900
42,하늘을 보자,"123e4567-e89b-12d3-a456-426614170075",역시 사람은 하늘을 보고 살아야하나봐요. 오랜만에 야외에서 요가하니까 참 기분이가 좋네요.,"https://images.unsplash.com/photo-1575052814086-f385e2e2ad1b?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1544367567-0f2fcb009e0b?w=800&h=600&fit=crop,https://images.unsplash.com/photo-1552196563-55cd4e45efb3?q=80&w=3852&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-27 18:55:07.469 +0900,2025-05-27 18:55:07.469 +0900
43,크로스핏 팀워크 훈련,"123e4567-e89b-12d3-a456-426614170096",팀원들과 함께하는 크로스핏 훈련이 정말 재밌었습니다.,"https://plus.unsplash.com/premium_photo-1664109999840-3f7e97489e53?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1601422407692-ec4eeec1d9b3?q=80&w=3850&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,https://images.unsplash.com/photo-1632758243488-7e6f9173cfa1?q=80&w=3648&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-27 18:55:07.469 +0900,2025-05-27 18:55:07.469 +0900
44,집에서 하는 전신운동,"123e4567-e89b-12d3-a456-426614170000",간단한 동작으로도 충분히 운동 효과를 볼 수 있네요.,"https://images.unsplash.com/photo-1571019613454-1cb2f99b2d8b?w=800&h=600&fit=crop,https://plus.unsplash.com/premium_photo-1664300607508-f8fce5d434b4?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-05-26 18:55:07.469 +0900,2025-05-26 18:55:07.469 +0900
